"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/2020","35,127","33,812","36,179","33,512","285.80K","-2.20%"
"06/18/2020","35,916","36,292","36,367","33,324","297.02K","0.32%"
"06/17/2020","35,803","36,404","36,404","34,188","284.57K","-0.31%"
"06/16/2020","35,916","35,803","36,442","34,939","276.60K","0.32%"
"06/15/2020","35,803","35,691","36,029","33,812","262.91K","0.42%"
"06/12/2020","35,653","33,812","35,841","33,061","241.98K","3.83%"
"06/11/2020","34,338","35,916","36,066","34,188","262.94K","-4.39%"
"06/10/2020","35,916","36,705","36,705","35,841","288.63K","-0.42%"
"06/09/2020","36,066","36,179","36,179","35,916","257.41K","-0.31%"
"06/08/2020","36,179","36,442","36,592","35,691","278.39K","0.31%"
"06/05/2020","36,066","36,066","36,066","34,564","293.53K","0.00%"
"06/04/2020","36,066","35,991","36,066","35,465","270.48K","0.21%"
"06/03/2020","35,991","36,292","36,367","35,879","312.91K","-0.83%"
"06/02/2020","36,292","36,329","36,367","36,179","305.16K","-0.10%"
"06/01/2020","36,329","36,367","36,780","36,066","335.68K","-0.10%"
"05/29/2020","36,367","36,667","36,667","36,329","347.15K","-0.82%"
"05/28/2020","36,667","36,818","36,818","36,480","298.17K","-0.41%"
"05/27/2020","36,818","35,803","36,818","35,353","389.24K","2.83%"
"05/26/2020","35,803","35,315","36,818","35,315","308.54K","1.38%"
"05/25/2020","35,315","36,818","36,818","35,315","310.70K","-4.08%"
"05/22/2020","36,818","36,818","36,930","36,442","305.55K","0.00%"
"05/21/2020","36,818","36,855","38,471","35,728","331.80K","-0.10%"
"05/20/2020","36,855","35,766","36,855","35,691","331.91K","3.04%"
"05/19/2020","35,766","35,766","35,841","35,315","327.55K","0.00%"
"05/18/2020","35,766","35,916","36,066","34,564","298.76K","-0.42%"
"05/15/2020","35,916","35,916","36,217","35,916","313.24K","0.00%"
"05/14/2020","35,916","36,217","36,592","35,315","327.38K","-0.83%"
"05/13/2020","36,217","37,569","37,569","36,142","322.60K","0.00%"
"05/12/2020","36,217","34,939","36,442","34,864","322.37K","3.66%"
"05/11/2020","34,939","36,066","36,893","34,789","284.62K","-2.11%"
"05/08/2020","35,691","36,667","37,945","35,691","304.62K","-2.66%"
"05/07/2020","36,667","34,488","36,743","34,489","289.16K","6.32%"
"05/06/2020","34,488","32,234","34,488","31,558","305.33K","6.99%"
"05/05/2020","32,234","31,333","33,061","31,333","318.85K","2.88%"
"05/04/2020","31,333","31,220","31,558","30,957","293.57K","0.36%"
"04/29/2020","31,220","30,807","31,558","30,807","324.85K","1.34%"
"04/28/2020","30,807","31,708","33,061","30,807","346.38K","-2.84%"
"04/27/2020","31,708","31,934","32,122","30,431","381.97K","-1.40%"
"04/24/2020","32,159","32,309","32,309","31,558","336.83K","-0.46%"
"04/23/2020","32,309","32,723","34,188","32,310","334.60K","-1.27%"
"04/22/2020","32,723","32,723","33,474","32,723","323.96K","0.00%"
"04/21/2020","32,723","33,812","34,188","32,685","339.26K","-3.11%"
"04/20/2020","33,775","32,685","33,812","32,347","342.89K","5.03%"
"04/17/2020","32,159","30,055","32,159","30,055","344.18K","7.00%"
"04/16/2020","30,055","28,553","30,055","28,553","354.32K","5.26%"
"04/15/2020","28,553","28,515","28,553","27,426","352.43K","0.13%"
"04/14/2020","28,515","29,454","29,454","28,027","341.96K","-3.19%"
"04/13/2020","29,454","29,304","30,356","29,304","346.81K","0.51%"
"04/10/2020","29,304","29,792","29,943","28,553","336.57K","-1.64%"
"04/09/2020","29,792","29,304","30,957","29,229","387.43K","-1.86%"
"04/08/2020","30,356","30,055","30,393","29,304","379.42K","-0.25%"
"04/07/2020","30,431","29,304","30,431","29,003","369.51K","5.20%"
"04/06/2020","28,928","27,050","28,928","26,900","313.54K","6.94%"
"04/03/2020","27,050","26,298","27,050","26,298","388.98K","0.00%"
"04/01/2020","27,050","27,425","27,425","27,050","378.69K","-1.37%"
"03/31/2020","27,425","27,801","27,801","26,298","378.29K","-1.35%"
"03/30/2020","27,801","28,853","28,853","27,764","364.64K","-3.65%"
"03/27/2020","28,853","28,853","30,018","28,553","369.36K","0.00%"
"03/26/2020","28,853","29,003","29,680","28,177","364.53K","-0.52%"
"03/25/2020","29,003","30,055","31,370","28,365","367.58K","-3.50%"
"03/24/2020","30,055","29,304","31,032","29,304","387.35K","1.14%"
"03/23/2020","29,717","31,859","31,859","29,417","386.67K","-5.83%"
"03/20/2020","31,558","30,807","32,272","30,506","394.01K","0.48%"
"03/19/2020","31,408","31,558","32,309","30,469","396.46K","-0.24%"
"03/18/2020","31,483","31,032","31,521","31,032","393.17K","-21.87%"
"03/17/2020","40,296","40,686","40,686","38,979","304.65K","-0.96%"
"03/16/2020","40,686","38,540","40,735","38,540","302.10K","5.57%"
"03/13/2020","38,540","40,979","40,979","38,149","204.37K","-5.95%"
"03/12/2020","40,979","39,076","41,955","38,979","202.55K","-2.21%"
"03/11/2020","41,906","41,857","42,930","40,979","207.87K","0.12%"
"03/10/2020","41,857","41,955","42,930","39,028","207.73K","0.35%"
"03/09/2020","41,711","43,906","44,345","41,711","204.70K","-6.04%"
"03/06/2020","44,394","42,930","44,882","42,003","201.88K","-0.11%"
"03/05/2020","44,443","43,906","44,882","41,906","208.11K","1.33%"
"03/04/2020","43,857","43,418","44,882","41,955","205.21K","-0.66%"
"03/03/2020","44,150","44,150","44,394","41,955","204.79K","0.00%"
"03/02/2020","44,150","43,418","44,882","42,491","208.62K","0.78%"
"02/28/2020","43,808","43,906","44,052","41,955","202.46K","-0.77%"
"02/27/2020","44,150","44,394","44,394","42,638","254.67K","-0.55%"
"02/26/2020","44,394","45,369","45,857","42,930","216.77K","-1.09%"
"02/25/2020","44,882","44,882","46,345","43,418","205.36K","0.00%"
"02/24/2020","44,882","46,345","46,345","44,686","207.01K","-2.85%"
"02/21/2020","46,199","45,857","46,540","44,882","204.50K","0.11%"
"02/20/2020","46,150","45,565","46,150","44,101","216.33K","1.28%"
"02/19/2020","45,565","47,321","48,101","45,077","204.87K","-3.61%"
"02/18/2020","47,272","47,321","48,004","45,857","209.12K","0.00%"
"02/17/2020","47,272","47,321","48,394","47,126","203.34K","-0.10%"
"02/14/2020","47,321","47,809","48,589","47,321","205.58K","-1.02%"
"02/13/2020","47,809","48,882","49,272","47,809","208.40K","-2.20%"
"02/12/2020","48,882","48,687","49,175","47,321","217.53K","0.40%"
"02/11/2020","48,687","48,297","49,175","48,297","215.47K","0.81%"
"02/10/2020","48,297","48,784","48,784","47,321","213.00K","-0.80%"
"02/07/2020","48,687","47,321","48,784","46,735","175.05K","4.50%"
"02/06/2020","46,589","46,345","47,809","45,223","265.66K","0.53%"
"02/05/2020","46,345","45,857","46,345","44,882","223.40K","1.06%"
"02/04/2020","45,857","45,467","46,150","44,882","202.16K","0.11%"
"02/03/2020","45,809","46,735","46,735","44,882","204.12K","-1.98%"
"01/31/2020","46,735","46,931","46,931","45,418","207.96K","-0.42%"
"01/30/2020","46,931","48,101","48,101","46,833","232.33K","-2.43%"
"01/22/2020","48,101","47,711","48,297","47,418","230.00K","1.02%"
"01/21/2020","47,614","46,833","47,614","46,638","212.22K","2.20%"
"01/20/2020","46,589","46,540","46,638","45,857","225.27K","0.21%"
"01/17/2020","46,492","44,882","46,638","44,882","250.63K","3.70%"
"01/16/2020","44,833","44,296","45,857","44,150","297.68K","1.21%"
"01/15/2020","44,296","44,150","44,686","44,150","242.56K","0.44%"
"01/14/2020","44,101","45,711","45,760","43,516","230.15K","-3.52%"
"01/13/2020","45,711","47,809","47,809","45,662","198.06K","-1.06%"
"01/10/2020","46,199","47,809","47,809","45,857","242.90K","2.49%"
"01/09/2020","45,077","43,906","45,077","43,906","255.77K","3.01%"
"01/08/2020","43,760","44,150","44,296","43,564","224.26K","-0.33%"
"01/07/2020","43,906","44,882","44,882","43,760","231.54K","-0.22%"
"01/06/2020","44,004","43,906","44,296","43,808","230.79K","0.22%"
"01/03/2020","43,906","44,686","45,174","43,906","242.80K","-1.75%"
"01/02/2020","44,686","43,906","44,882","43,906","247.64K","1.78%"
